codigo_interno,etapa,core,linha,produto_compra,eixo_a,eixo_b,novo_sku,sku_atual
2ZG-NH3,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS MARFIM"
31Y-X8Q,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS VERMELHO"
34W-88B,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SEMI-BRILHO,(18 L),VERTEX,TINTA SEMI-BRILHO (18 L) VERTEX,TINTA (18 L) SEMI-BRILHO VERTEX LARANJA IMPERIAL
41Z-4IR,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",HIPERCOR,"TINTA ESMALTE SINTÉTICO (3,6L) HIPERCOR","TINTA (3,6L) ESMALTE HIPERCOR TABACO"
45W-ZZP,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,(15 L),HIDRACOR,TINTA P/ PISO (15 L) HIDRACOR,TINTA (15 L) P/ PISO HIDRACOR VERDE
4JR-4KJ,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA (900 ML) ESMALTE HIPERCOR AMARELO
599-YVT,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS BRANCO"
731-I3J,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),CITYCOLOR,TINTA ESMALTE SINTÉTICO (900 ML) CITYCOLOR,TINTA (900 ML) ESMALTE CITYCOLOR AÇAÍ
73O-L22,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE VERMELHO #G"
8EF-L4I,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS AMARELO FREVO"
8K7-EQG,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(750 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (750 ML) VERBRAS,TINTA (750 ML) ESMALTE VERBRAS CINZA MEDIO
974-AQP,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE AZUL PROFUNDO"
97B-63F,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA (900 ML) ESMALTE HIPERCOR BRANCO NEVE
98Y-LVX,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS AREIA"
9DV-53S,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SEMI-BRILHO,"(3,6 L)",HIDRACOR,"TINTA SEMI-BRILHO (3,6 L) HIDRACOR","TINTA (3,6 L) SEMI-BRILHO HIDRACOR BRANCO NEVE #G"
9HQ-GCB,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",CITYCOLOR,"TINTA ESMALTE SINTÉTICO (3,6L) CITYCOLOR","TINTA (3,6L) ESMALTE CITYCOLOR AÇAI"
CNH-7FX,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),HIPERCOR,TINTA ESMALTE SINTÉTICO (900 ML) HIPERCOR,TINTA (900 ML) ESMALTE HIPERCOR AZUL DEL REY
CR1-F59,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR","TINTA (3,6 L) P/ PISO HIDRACOR AZUL"
CR1-H4I,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS AMARELO CATERPILAR"
FTM-U4W,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SEMI-BRILHO,(15 L),HIDRACOR,TINTA SEMI-BRILHO (15 L) HIDRACOR,TINTA (15 L) SEMI-BRILHO HIDRACOR BRANCO NEVE #G
GD6-UX9,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR","TINTA (3,6 L) P/ PISO HIDRACOR VERDE"
GZH-2M7,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,(15 L),VPRO,TINTA ACRÍLICA FOSCO (15 L) VPRO,TINTA (15 L) ACR. FOSCO ECON. VPRO AREIA
HLI-7PN,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(750 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (750 ML) VERBRAS,TINTA (750 ML) ESMALTE VERBRAS AMARELO
I29-LIP,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE AMARELO DEMARÇÃO"
IPN-14G,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,(15 L),HIPERCOR,TINTA ACRÍLICA FOSCO (15 L) HIPERCOR,TINTA (15 L) ACR. FOSCO ECON. HIPERCOR BRANCO NEVE
IRW-V8H,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR","TINTA (3,6 L) P/ PISO HIDRACOR VERMELHO SEGURANÇA"
J0K-IKQ,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (900 ML) VERBRAS,TINTA (900 ML) ESMALTE VERBRAS CREME
J6C-A9P,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6L)",VITÓRIA RÉGIA,"TINTA ACRÍLICA FOSCO (3,6L) VITÓRIA RÉGIA","TINTA (3,6L) ACR. FOSCO ECON. VITÓRIA RÉGIA HORTENCIA"
JLL-QG2,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6 L)",VPRO,"TINTA ACRÍLICA FOSCO (3,6 L) VPRO","TINTA (3,6 L) ACR. FOSCO ECON. VPRO LARANJA CÍTRICO"
JR6-D81,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR","TINTA (3,6 L) P/ PISO HIDRACOR AMARELO DEMARCAÇÃO"
K3E-BEU,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(750 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (750 ML) VERBRAS,TINTA (750 ML) ESMALTE VERBRAS AZUL FRANÇA
KOV-H9Y,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),CITYCOLOR,TINTA ESMALTE SINTÉTICO (900 ML) CITYCOLOR,TINTA (900 ML) ESMALTE CITYCOLOR AZUL DEL REY
KVZ-S3Q,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SEMI-BRILHO,"(3,6 L)",VERTEX,"TINTA SEMI-BRILHO (3,6 L) VERTEX","TINTA (3,6 L) SEMI-BRILHO VERTEX AMARELO VANILLA"
KWQ-0FN,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,6L) VERBRAS","TINTA (3,6L) ESMALTE VERBRAS LARANJA"
M30-4N1,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",HIPERCOR,"TINTA ESMALTE SINTÉTICO (3,6L) HIPERCOR","TINTA (3,6L) ESMALTE HIPERCOR PRETO"
N63-3NB,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,(15 L),HIDRACOR,TINTA P/ PISO (15 L) HIDRACOR,TINTA (15 L) P/ PISO HIDRACOR VERMELHO SEGURANÇA #G
NU3-549,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE CINZA MEDIO"
NVM-2J1,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,(18 L),IQUINE,TINTA P/ PISO (18 L) IQUINE,TINTA (18 L) P/ PISO IQUINE BRANCO NEVE #G
O17-7SW,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6 L)",VPRO,"TINTA ACRÍLICA FOSCO (3,6 L) VPRO","TINTA (3,6 L) ACR. FOSCO ECON. VPRO BRANCO #G"
OC9-XR5,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,(15 L),HIDRACOR,TINTA P/ PISO (15 L) HIDRACOR,TINTA (15 L) P/ PISO HIDRACOR AZUL
OXV-JK1,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6 L)",HIPERCOR,"TINTA ACRÍLICA FOSCO (3,6 L) HIPERCOR","TINTA (3,6 L) ACR. FOSCO ECON. HIPERCOR AREIA"
PM4-4LX,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(900 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (900 ML) VERBRAS,TINTA (900 ML) ESMALTE VERBRAS AMARELO CARTEPILA
Q1P-V4O,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE CINZA ESCURO #G"
QQ9-ZLX,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",HIDRACOR,"TINTA P/ PISO (3,6 L) HIDRACOR","TINTA (3,6 L) P/ PISO HIDRACOR CINZA"
S13-8FM,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,(15 L),HIDRACOR,TINTA P/ PISO (15 L) HIDRACOR,TINTA (15 L) P/ PISO HIDRACOR CINZA #G
SQ9-R06,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6 L)",HIPERCOR,"TINTA ACRÍLICA FOSCO (3,6 L) HIPERCOR","TINTA (3,6 L) ACR. FOSCO ECON. HIPERCOR BRANCO NEVE"
TGJ-H9W,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS AZUL FRANÇA"
TYN-6BR,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS CINZA MEDIO"
U56-2UW,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",HIPERCOR,"TINTA ESMALTE SINTÉTICO (3,6L) HIPERCOR","TINTA (3,6L) ESMALTE HIPERCOR AMARELO"
UV1-2H4,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",VERBRAS,"TINTA STANDARD (3,6 L) VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS GEADA"
W04-HDZ,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SEMI-BRILHO,"(3,6 L)",VERTEX,"TINTA SEMI-BRILHO (3,6 L) VERTEX","TINTA (3,6 L) SEMI-BRILHO VERTEX LARANJA IMPERIAL"
W2V-WM4,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,(750 ML),VERBRAS,TINTA ESMALTE SINTÉTICO (750 ML) VERBRAS,TINTA (750 ML) ESMALTE VERBRAS VERMELHO
WWR-Q2J,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,0L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,0L) VERBRAS","TINTA (3,0L) ESMALTE VERBRAS CREME"
X6I-VV4,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,"(3,6 L)",POUPE+,"TINTA ACRÍLICA FOSCO (3,6 L) POUPE+","TINTA (3,6 L) ACR. FOSCO ECON. POUPE+ VIOLETA CLARO"
X76-MHL,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ACRÍLICA FOSCO,(15 L),POUPE+,TINTA ACRÍLICA FOSCO (15 L) POUPE+,TINTA (15 L) ACR. FOSCO ECON. POUPE+ PRETO
Y6A-D85,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",CITYCOLOR,"TINTA ESMALTE SINTÉTICO (3,6L) CITYCOLOR","TINTA (3,6L) ESMALTE CITYCOLOR AZUL DEL REY"
Y9Q-F67,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",CITYCOLOR,"TINTA ESMALTE SINTÉTICO (3,6L) CITYCOLOR","TINTA (3,6L) ESMALTE CITYCOLOR VERMELHO GARANTIDO"
YVN-8CA,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA P/ PISO,"(3,6 L)",IQUINE,"TINTA P/ PISO (3,6 L) IQUINE","TINTA (3,6 L) P/ PISO IQUINE BRRANCO NEVE"
Z4M-40A,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",VERBRAS,"TINTA ESMALTE SINTÉTICO (3,6L) VERBRAS","TINTA (3,6L) ESMALTE VERBRAS AMARELO CARTEPILA"
ZO6-M1D,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA STANDARD,"(3,6 L)",POUPE+ VERBRAS,"TINTA STANDARD (3,6 L) POUPE+ VERBRAS","TINTA (3,6 L) STANDARD POUPE+ VERBRAS CREME"
ZT0-BUF,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA ESMALTE SINTÉTICO,"(3,6L)",CITYCOLOR,"TINTA ESMALTE SINTÉTICO (3,6L) CITYCOLOR","TINTA (3,6L) ESMALTE CITYCOLOR AMARELO"
13S-5TA,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA,"3,6 L",,"TINTA 3,6 L","TINTA ACABEMENTO CITYCOLOR (3,6 L) CIMENTO QUEIMADO"
CQQ-94S,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,360ML,,TINTA SPRAY 360ML,TINTA SPRAY COLORGIN 360ML - AZUL MÉDIO
QNO-L9U,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,360ML,,TINTA SPRAY 360ML,TINTA SPRAY COLORGIN 360ML - BRANCO FOSCO
C68-B27,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,360ML,,TINTA SPRAY 360ML,TINTA SPRAY COLORGIN 360ML INZA
W7B-J1X,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,400ML,,TINTA SPRAY 400ML,TINTA SPRAY COLORGIN 400ML - ALUMÍNIO
21U-HET,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,400ML,,TINTA SPRAY 400ML,TINTA SPRAY COLORGIN 400ML - VIOLETA
2PW-UIM,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,,,TINTA SPRAY,TINTA SPRAY METÁLICA - DOURADO
S69-W4Q,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,,,TINTA SPRAY,TINTA SPRAY METÁLICA - PRATA
0O3-730,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,300ML,,TINTA SPRAY 300ML,TINTA SPRAY RENNER 300ML - AZUL OCEANO
DS5-5KZ,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,350ML,,TINTA SPRAY 350ML,TINTA SPRAY TEKBOND 350ML - BEGE
E6N-9FB,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,350ML,,TINTA SPRAY 350ML,TINTA SPRAY TEKBOND 350ML - GRAFITE
3KY-7R7,6 — Acabamento seco,PINTURA_OBRA,TINTA,TINTA SPRAY,350ML,,TINTA SPRAY 350ML,TINTA SPRAY TEKBOND 350ML - ROSA
T91-7NF,6 — Acabamento seco,IMPERMEABILIZACAO,IMPERMEABILIZANTE,VEDACIT,900 ML,,VEDACIT 900 ML,VEDACIT 900 ML
TMN-9Z4,6 — Acabamento seco,IMPERMEABILIZACAO,IMPERMEABILIZANTE,VEDACIT,"3,6 GL",,"VEDACIT 3,6 GL","VEDACIT 3,6 GL"
0CD-53K,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",NOGUEIRA,"VERNIZ IQUINE 3,6 L NOGUEIRA","VERNIZ (3,6 L) IQUINE NOGUEIRA"
14A-UR2,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ HIDROTINTAS,900 ML,VINHO,VERNIZ HIDROTINTAS 900 ML VINHO,VERNIZ (900 ML) HIDROTINTAS VINHO
23G-UE3,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,6 L",YPE,"VERNIZ VERBRAS 3,6 L YPE","VERNIZ (3,6 L) VERBRAS YPE"
4Q8-8IY,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",IMBUIA,"VERNIZ IQUINE 3,6 L IMBUIA","VERNIZ (3,6 L) IQUINE IMBUIA"
5GI-RPS,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,6 L",MOGNO,"VERNIZ VERBRAS 3,6 L MOGNO","VERNIZ (3,6 L) VERBRAS MOGNO"
78O-L3A,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,750 ML,VINHO,VERNIZ VERBRAS 750 ML VINHO,VERNIZ (750 ML) VERBRAS VINHO
7PV-DMY,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,0 L",INCOLOR,"VERNIZ VERBRAS 3,0 L INCOLOR","VERNIZ (3,0 L) VERBRAS INCOLOR"
A1J-94M,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,900 ML,COPAIBA,VERNIZ VERBRAS 900 ML COPAIBA,VERNIZ (900 ML) VERBRAS COPAIBA
C0F-YU5,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ HIDROTINTAS,900 ML,CEREJEIRA,VERNIZ HIDROTINTAS 900 ML CEREJEIRA,VERNIZ (900 ML) HIDROTINTAS CEREJEIRA
CRS-4G4,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",INCOLOR,"VERNIZ IQUINE 3,6 L INCOLOR","VERNIZ (3,6 L) IQUINE INCOLOR"
D1J-LIE,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,6 L",IMBUIA,"VERNIZ VERBRAS 3,6 L IMBUIA","VERNIZ (3,6 L) VERBRAS IMBUIA"
ED6-WA2,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,900 ML,IMBUIA,VERNIZ VERBRAS 900 ML IMBUIA,VERNIZ (900 ML) VERBRAS IMBUIA
FP7-4XF,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",MOGNO COLONIAL,"VERNIZ IQUINE 3,6 L MOGNO COLONIAL","VERNIZ (3,6 L) IQUINE MOGNO COLONIAL"
H2R-MS0,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,900 ML,IMBUIA,VERNIZ IQUINE 900 ML IMBUIA,VERNIZ (900 ML) IQUINE IMBUIA
J1M-CQX,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",VINHO,"VERNIZ IQUINE 3,6 L VINHO","VERNIZ (3,6 L) IQUINE VINHO"
M6K-FUP,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",CEREJEIRA,"VERNIZ IQUINE 3,6 L CEREJEIRA","VERNIZ (3,6 L) IQUINE CEREJEIRA"
MB2-Y0U,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,6 L",COPAIBA,"VERNIZ VERBRAS 3,6 L COPAIBA","VERNIZ (3,6 L) VERBRAS COPAIBA"
MLO-S2I,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,750 ML,MOGNO COLONIAL,VERNIZ VERBRAS 750 ML MOGNO COLONIAL,VERNIZ (750 ML) VERBRAS MOGNO COLONIAL
MS3-NF9,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,900 ML,INCOLOR,VERNIZ IQUINE 900 ML INCOLOR,VERNIZ (900 ML) IQUINE INCOLOR
MUL-BT4,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,0 L",MOGNO COLONIAL,"VERNIZ VERBRAS 3,0 L MOGNO COLONIAL","VERNIZ (3,0 L) VERBRAS MOGNO COLONIAL"
NVA-D0S,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,750 ML,MOGNO,VERNIZ VERBRAS 750 ML MOGNO,VERNIZ (750 ML) VERBRAS MOGNO
PHX-L8Q,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,750 ML,INCOLOR,VERNIZ VERBRAS 750 ML INCOLOR,VERNIZ (750 ML) VERBRAS INCOLOR
QP6-C5A,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,"3,6 L",MOGNO,"VERNIZ IQUINE 3,6 L MOGNO","VERNIZ (3,6 L) IQUINE MOGNO"
T00-7ZL,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,0 L",VINHO,"VERNIZ VERBRAS 3,0 L VINHO","VERNIZ (3,0 L) VERBRAS VINHO"
VJ8-9KX,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,0 L",MOGNO,"VERNIZ VERBRAS 3,0 L MOGNO","VERNIZ (3,0 L) VERBRAS MOGNO"
YY0-V35,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ IQUINE,900 ML,MOGNO,VERNIZ IQUINE 900 ML MOGNO,VERNIZ (900 ML) IQUINE MOGNO
Z6P-1X2,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,"3,6 L",NOGUEIRA,"VERNIZ VERBRAS 3,6 L NOGUEIRA","VERNIZ (3,6 L) VERBRAS NOGUEIRA"
ZA7-VZJ,6 — Acabamento seco,PINTURA_OBRA,VERNIZ,VERNIZ VERBRAS,900 ML,IPÊ,VERNIZ VERBRAS 900 ML IPÊ,VERNIZ (900 ML) VERBRAS IPÊ
0WP-REO,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,VERMELHO,XADREZ EM PÓ 250G VERMELHO,XADREZ EM PÓ 250G VERMELHO
1P5-MTE,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,MARROM,XADREZ EM PÓ 250G MARROM,XADREZ EM PÓ 250G MARROM
4HO-CUM,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,AMARELO,XADREZ EM PÓ 250G AMARELO,XADREZ EM PÓ 250G AMARELO
HP1-IFA,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,MARROM,XADREZ EM PÓ 250G MARROM,XADREZ EM PÓ 250G MARROM
KD1-UQ7,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,VERDE,XADREZ EM PÓ 250G VERDE,XADREZ EM PÓ 250G VERDE
VLV-TU5,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,AZUL,XADREZ EM PÓ 250G AZUL,XADREZ EM PÓ 250G AZUL
YDX-BE8,6 — Acabamento seco,PINTURA_OBRA,TINTA,XADREZ EM PÓ,250G,PRETO,XADREZ EM PÓ 250G PRETO,XADREZ EM PÓ 250G PRETO
BW8-DQR,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,ANEL DE VEDAÇÃO P/,,,ANEL DE VEDAÇÃO P/,ANEL DE VEDAÇÃO P/ VASO SANITÁRIO
016-P70,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,AQUECEDOR,127V / 5500W,VERSÁTIL,AQUECEDOR 127V / 5500W VERSÁTIL,AQUECEDOR 127V / 5500W VERSÁTIL LORENZETTI
8Z8-SWC,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,ASSENTO SANITARIO,ALMOFADADO,BRANCO,ASSENTO SANITARIO ALMOFADADO BRANCO,ASSENTO SANITARIO ALMOFADADO BRANCO
QQI-1TM,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,ASSENTO SANITÁRIO BÁSICO SOFT,SOFT,BRANCO,ASSENTO SANITÁRIO BÁSICO SOFT BRANCO,ASSENTO SANITÁRIO BÁSICO SOFT SOFT BRANCO ASTRA
1IL-8C6,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,BOIA P/ CX'ÁGUA,1/2 E 3/4,,BOIA P/ CX'ÁGUA 1/2 E 3/4,BOIA P/ CX'ÁGUA 1/2 E 3/4
P5F-UQQ,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,BOIA P/ CX'ÁGUA,1/2 E 3/4 CCG,,BOIA P/ CX'ÁGUA 1/2 E 3/4 CCG,BOIA P/ CX'ÁGUA 1/2 E 3/4 CCG
K25-ZC4,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,CAIXA D'ÁGUA,310L,310L,CAIXA D'ÁGUA 310L,CAIXA D'ÁGUA GREEN 310L
